diagnosis_id,icd10_code,diagnosis_desc,diagnosis_category,severity,updated_at
D002282,J44.1,COPD with acute exacerbation,Respiratory,Medium,2026-06-06
D002283,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Low,2026-06-06
D002284,I50.9,Heart failure unspecified,Cardiovascular,High,2026-06-06
D002285,G35,Multiple sclerosis,Neurological,Medium,2026-06-06
D002286,S72.001,Fracture of femoral head,Musculoskeletal,High,2026-06-06
D002287,K57.30,Diverticulosis of large intestine,Gastrointestinal,Medium,2026-06-06
D002288,E11.9,Type 2 diabetes without complications,Endocrine,Low,2026-06-06
D002289,K92.1,Melena,Gastrointestinal,High,2026-06-06
D002290,J44.1,COPD with acute exacerbation,Respiratory,High,2026-06-06
D002291,S72.001,Fracture of femoral head,Musculoskeletal,Medium,2026-06-06
D002292,F41.1,Generalized anxiety disorder,Mental Health,High,2026-06-06
D002293,J18.9,Pneumonia unspecified,Respiratory,Low,2026-06-06
D002294,A41.9,Sepsis unspecified,Infectious,Critical,2026-06-06
D002295,J44.1,COPD with acute exacerbation,Respiratory,Critical,2026-06-06
D002296,K92.1,Melena,Gastrointestinal,Medium,2026-06-06
D002297,I21.0,ST elevation myocardial infarction,Cardiovascular,High,2026-06-06
D002298,N39.0,Urinary tract infection,Renal,Critical,2026-06-06
D002299,N39.0,Urinary tract infection,Renal,Medium,2026-06-06
D002300,G35,Multiple sclerosis,Neurological,Critical,2026-06-06
D002301,K92.1,Melena,Gastrointestinal,Low,2026-06-06
D002302,M79.3,Panniculitis,Musculoskeletal,Low,2026-06-06
D002303,J44.1,COPD with acute exacerbation,Respiratory,Low,2026-06-06
D002304,N39.0,Urinary tract infection,Renal,Low,2026-06-06
D002305,A41.9,Sepsis unspecified,Infectious,Medium,2026-06-06
D002306,S72.001,Fracture of femoral head,Musculoskeletal,High,2026-06-06
D002307,I10,Essential hypertension,Cardiovascular,High,2026-06-06
D002308,I50.9,Heart failure unspecified,Cardiovascular,Medium,2026-06-06
D002309,G35,Multiple sclerosis,Neurological,Medium,2026-06-06
D002310,N18.3,Chronic kidney disease stage 3,Renal,Medium,2026-06-06
D002311,I21.0,ST elevation myocardial infarction,Cardiovascular,Low,2026-06-06
D002312,F41.1,Generalized anxiety disorder,Mental Health,Critical,2026-06-06
D002313,I10,Essential hypertension,Cardiovascular,Critical,2026-06-06
D002314,E11.9,Type 2 diabetes without complications,Endocrine,Critical,2026-06-06
D002315,K92.1,Melena,Gastrointestinal,Low,2026-06-06
D002316,K57.30,Diverticulosis of large intestine,Gastrointestinal,Critical,2026-06-06
D002317,J44.1,COPD with acute exacerbation,Respiratory,Critical,2026-06-06
D002318,K57.30,Diverticulosis of large intestine,Gastrointestinal,Critical,2026-06-06
D002319,K57.30,Diverticulosis of large intestine,Gastrointestinal,Low,2026-06-06
D002320,N39.0,Urinary tract infection,Renal,High,2026-06-06
D002321,K57.30,Diverticulosis of large intestine,Gastrointestinal,High,2026-06-06
D002322,S72.001,Fracture of femoral head,Musculoskeletal,Low,2026-06-06
D002323,E11.9,Type 2 diabetes without complications,Endocrine,Critical,2026-06-06
D002324,B97.29,Other coronavirus as cause of disease,Infectious,Critical,2026-06-06
D002325,N39.0,Urinary tract infection,Renal,Medium,2026-06-06
D002326,B97.29,Other coronavirus as cause of disease,Infectious,Critical,2026-06-06
D002327,J44.1,COPD with acute exacerbation,Respiratory,Low,2026-06-06
D002328,J44.1,COPD with acute exacerbation,Respiratory,Medium,2026-06-06
D002329,N39.0,Urinary tract infection,Renal,Critical,2026-06-06
D002330,F32.9,Major depressive disorder single episode,Mental Health,High,2026-06-06
D002331,I10,Essential hypertension,Cardiovascular,Critical,2026-06-06
D002332,I10,Essential hypertension,Cardiovascular,Low,2026-06-06
D002333,B97.29,Other coronavirus as cause of disease,Infectious,High,2026-06-06
D002334,B97.29,Other coronavirus as cause of disease,Infectious,Medium,2026-06-06
D002335,F41.1,Generalized anxiety disorder,Mental Health,Critical,2026-06-06
D002336,G35,Multiple sclerosis,Neurological,Medium,2026-06-06
D002337,E11.9,Type 2 diabetes without complications,Endocrine,Medium,2026-06-06
D002338,A41.9,Sepsis unspecified,Infectious,High,2026-06-06
D002339,F41.1,Generalized anxiety disorder,Mental Health,Critical,2026-06-06
D002340,I50.9,Heart failure unspecified,Cardiovascular,High,2026-06-06
D002341,G35,Multiple sclerosis,Neurological,High,2026-06-06
D002342,M79.3,Panniculitis,Musculoskeletal,Critical,2026-06-06
D002343,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Low,2026-06-06
D002344,I21.0,ST elevation myocardial infarction,Cardiovascular,Medium,2026-06-06
D002345,N18.3,Chronic kidney disease stage 3,Renal,High,2026-06-06
D002346,M79.3,Panniculitis,Musculoskeletal,Low,2026-06-06
D002347,N39.0,Urinary tract infection,Renal,Critical,2026-06-06
D002348,J96.00,Acute respiratory failure unspecified,Respiratory,Critical,2026-06-06
D002349,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Low,2026-06-06
D002350,J18.9,Pneumonia unspecified,Respiratory,High,2026-06-06
D002351,M79.3,Panniculitis,Musculoskeletal,Low,2026-06-06
D002352,G43.909,Migraine unspecified,Neurological,High,2026-06-06
D002353,G35,Multiple sclerosis,Neurological,Critical,2026-06-06
D002354,G35,Multiple sclerosis,Neurological,Critical,2026-06-06
D002355,N18.3,Chronic kidney disease stage 3,Renal,Critical,2026-06-06
D002356,J18.9,Pneumonia unspecified,Respiratory,High,2026-06-06
D002357,F32.9,Major depressive disorder single episode,Mental Health,Low,2026-06-06
D002358,N18.3,Chronic kidney disease stage 3,Renal,Medium,2026-06-06
D002359,G35,Multiple sclerosis,Neurological,Low,2026-06-06
D002360,J44.1,COPD with acute exacerbation,Respiratory,High,2026-06-06
D002361,S72.001,Fracture of femoral head,Musculoskeletal,Medium,2026-06-06
D002362,K57.30,Diverticulosis of large intestine,Gastrointestinal,Medium,2026-06-06
D002363,I50.9,Heart failure unspecified,Cardiovascular,High,2026-06-06
D002364,K57.30,Diverticulosis of large intestine,Gastrointestinal,Critical,2026-06-06
D002365,K57.30,Diverticulosis of large intestine,Gastrointestinal,Low,2026-06-06
D002366,N39.0,Urinary tract infection,Renal,High,2026-06-06
D002367,F32.9,Major depressive disorder single episode,Mental Health,Low,2026-06-06
D002368,F32.9,Major depressive disorder single episode,Mental Health,Medium,2026-06-06
D002369,J96.00,Acute respiratory failure unspecified,Respiratory,Low,2026-06-06
D002370,G43.909,Migraine unspecified,Neurological,Medium,2026-06-06
D002371,F41.1,Generalized anxiety disorder,Mental Health,High,2026-06-06
D002372,K92.1,Melena,Gastrointestinal,High,2026-06-06
D002373,N18.3,Chronic kidney disease stage 3,Renal,High,2026-06-06
D002374,J18.9,Pneumonia unspecified,Respiratory,High,2026-06-06
D002375,J44.1,COPD with acute exacerbation,Respiratory,Low,2026-06-06
D002376,J44.1,COPD with acute exacerbation,Respiratory,High,2026-06-06
D002377,K57.30,Diverticulosis of large intestine,Gastrointestinal,Critical,2026-06-06
D002378,B97.29,Other coronavirus as cause of disease,Infectious,High,2026-06-06
D002379,J96.00,Acute respiratory failure unspecified,Respiratory,Low,2026-06-06
D002380,E11.9,Type 2 diabetes without complications,Endocrine,Medium,2026-06-06
D002381,F32.9,Major depressive disorder single episode,Mental Health,Medium,2026-06-06
D002382,E11.9,Type 2 diabetes without complications,Endocrine,Low,2026-06-06
D002383,B97.29,Other coronavirus as cause of disease,Infectious,Critical,2026-06-06
D002384,I10,Essential hypertension,Cardiovascular,Low,2026-06-06
D002385,J44.1,COPD with acute exacerbation,Respiratory,Low,2026-06-06
D002386,M79.3,Panniculitis,Musculoskeletal,High,2026-06-06
D002387,N39.0,Urinary tract infection,Renal,High,2026-06-06
D002388,J44.1,COPD with acute exacerbation,Respiratory,Critical,2026-06-06
D002389,G43.909,Migraine unspecified,Neurological,High,2026-06-06
D002390,J96.00,Acute respiratory failure unspecified,Respiratory,High,2026-06-06
D002391,I21.0,ST elevation myocardial infarction,Cardiovascular,Low,2026-06-06
D002392,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Medium,2026-06-06
D002393,J44.1,COPD with acute exacerbation,Respiratory,Medium,2026-06-06
D002394,N39.0,Urinary tract infection,Renal,Medium,2026-06-06
D002395,E11.9,Type 2 diabetes without complications,Endocrine,Medium,2026-06-06
D002396,I10,Essential hypertension,Cardiovascular,Critical,2026-06-06
D002397,J18.9,Pneumonia unspecified,Respiratory,Low,2026-06-06
D002398,I21.0,ST elevation myocardial infarction,Cardiovascular,Critical,2026-06-06
D002399,B97.29,Other coronavirus as cause of disease,Infectious,Low,2026-06-06
D002400,E11.9,Type 2 diabetes without complications,Endocrine,Low,2026-06-06
D002401,I50.9,Heart failure unspecified,Cardiovascular,Low,2026-06-06
D002402,M79.3,Panniculitis,Musculoskeletal,Low,2026-06-06
D002403,N18.3,Chronic kidney disease stage 3,Renal,Low,2026-06-06
D002404,I10,Essential hypertension,Cardiovascular,High,2026-06-06
D002405,I21.0,ST elevation myocardial infarction,Cardiovascular,Low,2026-06-06
D002406,J18.9,Pneumonia unspecified,Respiratory,Medium,2026-06-06
D002407,G35,Multiple sclerosis,Neurological,Medium,2026-06-06
D002408,J96.00,Acute respiratory failure unspecified,Respiratory,High,2026-06-06
D002409,I21.0,ST elevation myocardial infarction,Cardiovascular,Low,2026-06-06
D002410,J44.1,COPD with acute exacerbation,Respiratory,High,2026-06-06
D002411,G35,Multiple sclerosis,Neurological,High,2026-06-06
D002412,K57.30,Diverticulosis of large intestine,Gastrointestinal,Medium,2026-06-06
D002413,F32.9,Major depressive disorder single episode,Mental Health,Medium,2026-06-06
D002414,F32.9,Major depressive disorder single episode,Mental Health,Low,2026-06-06
D002415,J18.9,Pneumonia unspecified,Respiratory,Low,2026-06-06
D002416,F32.9,Major depressive disorder single episode,Mental Health,Medium,2026-06-06
D002417,E11.9,Type 2 diabetes without complications,Endocrine,High,2026-06-06
D002418,J96.00,Acute respiratory failure unspecified,Respiratory,Low,2026-06-06
D002419,J18.9,Pneumonia unspecified,Respiratory,Medium,2026-06-06
D002420,F32.9,Major depressive disorder single episode,Mental Health,Critical,2026-06-06
D002421,K57.30,Diverticulosis of large intestine,Gastrointestinal,Medium,2026-06-06
D002422,S72.001,Fracture of femoral head,Musculoskeletal,Low,2026-06-06
D002423,J96.00,Acute respiratory failure unspecified,Respiratory,High,2026-06-06
D002424,A41.9,Sepsis unspecified,Infectious,Critical,2026-06-06
D002425,E11.9,Type 2 diabetes without complications,Endocrine,Medium,2026-06-06
D002426,B97.29,Other coronavirus as cause of disease,Infectious,Low,2026-06-06
D002427,K92.1,Melena,Gastrointestinal,Low,2026-06-06
D002428,S72.001,Fracture of femoral head,Musculoskeletal,Low,2026-06-06
D002429,F32.9,Major depressive disorder single episode,Mental Health,Medium,2026-06-06
D002430,M79.3,Panniculitis,Musculoskeletal,High,2026-06-06
D002431,N39.0,Urinary tract infection,Renal,Low,2026-06-06
D002432,I10,Essential hypertension,Cardiovascular,High,2026-06-06
D002433,M79.3,Panniculitis,Musculoskeletal,Low,2026-06-06
D002434,A41.9,Sepsis unspecified,Infectious,High,2026-06-06
D002435,S72.001,Fracture of femoral head,Musculoskeletal,High,2026-06-06
D002436,S72.001,Fracture of femoral head,Musculoskeletal,Medium,2026-06-06
D002437,F41.1,Generalized anxiety disorder,Mental Health,Critical,2026-06-06
D002438,N39.0,Urinary tract infection,Renal,Critical,2026-06-06
D002439,E11.9,Type 2 diabetes without complications,Endocrine,Low,2026-06-06
D002440,M79.3,Panniculitis,Musculoskeletal,High,2026-06-06
D002441,J96.00,Acute respiratory failure unspecified,Respiratory,Low,2026-06-06
D002442,M79.3,Panniculitis,Musculoskeletal,Low,2026-06-06
D002443,A41.9,Sepsis unspecified,Infectious,Critical,2026-06-06
D002444,F32.9,Major depressive disorder single episode,Mental Health,Low,2026-06-06
D002445,J18.9,Pneumonia unspecified,Respiratory,Medium,2026-06-06
D002446,A41.9,Sepsis unspecified,Infectious,Critical,2026-06-06
D002447,G35,Multiple sclerosis,Neurological,Low,2026-06-06
D002448,J96.00,Acute respiratory failure unspecified,Respiratory,Low,2026-06-06
D002449,K57.30,Diverticulosis of large intestine,Gastrointestinal,Medium,2026-06-06
D002450,K92.1,Melena,Gastrointestinal,Medium,2026-06-06
D002451,G43.909,Migraine unspecified,Neurological,Critical,2026-06-06
D002452,J18.9,Pneumonia unspecified,Respiratory,Medium,2026-06-06
D002453,B97.29,Other coronavirus as cause of disease,Infectious,Critical,2026-06-06
D002454,N18.3,Chronic kidney disease stage 3,Renal,High,2026-06-06
D002455,A41.9,Sepsis unspecified,Infectious,High,2026-06-06
D002456,M79.3,Panniculitis,Musculoskeletal,Critical,2026-06-06
D002457,M79.3,Panniculitis,Musculoskeletal,High,2026-06-06
D002458,J44.1,COPD with acute exacerbation,Respiratory,Critical,2026-06-06
D002459,J18.9,Pneumonia unspecified,Respiratory,Low,2026-06-06
D002460,N18.3,Chronic kidney disease stage 3,Renal,Critical,2026-06-06
D002461,M79.3,Panniculitis,Musculoskeletal,Medium,2026-06-06
D002462,J44.1,COPD with acute exacerbation,Respiratory,Low,2026-06-06
D002463,J18.9,Pneumonia unspecified,Respiratory,Low,2026-06-06
D002464,I10,Essential hypertension,Cardiovascular,Critical,2026-06-06
D002465,I21.0,ST elevation myocardial infarction,Cardiovascular,Medium,2026-06-06
D002466,A41.9,Sepsis unspecified,Infectious,High,2026-06-06
D002467,J44.1,COPD with acute exacerbation,Respiratory,High,2026-06-06
D002468,G43.909,Migraine unspecified,Neurological,Low,2026-06-06
D002469,I10,Essential hypertension,Cardiovascular,Critical,2026-06-06
D002470,S72.001,Fracture of femoral head,Musculoskeletal,Medium,2026-06-06
D002471,N39.0,Urinary tract infection,Renal,Critical,2026-06-06
D002472,M79.3,Panniculitis,Musculoskeletal,High,2026-06-06
D002473,F41.1,Generalized anxiety disorder,Mental Health,High,2026-06-06
D002474,F41.1,Generalized anxiety disorder,Mental Health,Low,2026-06-06
D002475,I50.9,Heart failure unspecified,Cardiovascular,Critical,2026-06-06
D002476,J18.9,Pneumonia unspecified,Respiratory,Critical,2026-06-06
D002477,S72.001,Fracture of femoral head,Musculoskeletal,High,2026-06-06
D002478,A41.9,Sepsis unspecified,Infectious,Critical,2026-06-06
D002479,S72.001,Fracture of femoral head,Musculoskeletal,Low,2026-06-06
D002480,I50.9,Heart failure unspecified,Cardiovascular,Medium,2026-06-06
D002481,F41.1,Generalized anxiety disorder,Mental Health,High,2026-06-06
D002482,J96.00,Acute respiratory failure unspecified,Respiratory,Critical,2026-06-06
D002483,B97.29,Other coronavirus as cause of disease,Infectious,Medium,2026-06-06
D002484,N39.0,Urinary tract infection,Renal,Critical,2026-06-06
D002485,M79.3,Panniculitis,Musculoskeletal,Low,2026-06-06
D002486,G35,Multiple sclerosis,Neurological,Critical,2026-06-06
D002487,F41.1,Generalized anxiety disorder,Mental Health,Critical,2026-06-06
D002488,M79.3,Panniculitis,Musculoskeletal,Medium,2026-06-06
D002489,F32.9,Major depressive disorder single episode,Mental Health,Low,2026-06-06
D002490,A41.9,Sepsis unspecified,Infectious,High,2026-06-06
D002491,M79.3,Panniculitis,Musculoskeletal,Critical,2026-06-06
D002492,G43.909,Migraine unspecified,Neurological,High,2026-06-06
D002493,N39.0,Urinary tract infection,Renal,High,2026-06-06
D002494,I50.9,Heart failure unspecified,Cardiovascular,Low,2026-06-06
D002495,G35,Multiple sclerosis,Neurological,Low,2026-06-06
D002496,J44.1,COPD with acute exacerbation,Respiratory,High,2026-06-06
D002497,K57.30,Diverticulosis of large intestine,Gastrointestinal,Low,2026-06-06
D002498,K92.1,Melena,Gastrointestinal,Critical,2026-06-06
D002499,J18.9,Pneumonia unspecified,Respiratory,Critical,2026-06-06
D002500,K57.30,Diverticulosis of large intestine,Gastrointestinal,High,2026-06-06
D002501,B97.29,Other coronavirus as cause of disease,Infectious,High,2026-06-06
D002502,I50.9,Heart failure unspecified,Cardiovascular,Medium,2026-06-06
D002503,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Medium,2026-06-06
D002504,N39.0,Urinary tract infection,Renal,Low,2026-06-06
D002505,I10,Essential hypertension,Cardiovascular,High,2026-06-06
D002506,J18.9,Pneumonia unspecified,Respiratory,High,2026-06-06
D002507,J96.00,Acute respiratory failure unspecified,Respiratory,Low,2026-06-06
D002508,F41.1,Generalized anxiety disorder,Mental Health,High,2026-06-06
D002509,I50.9,Heart failure unspecified,Cardiovascular,Critical,2026-06-06
D002510,B97.29,Other coronavirus as cause of disease,Infectious,Critical,2026-06-06
D002511,N18.3,Chronic kidney disease stage 3,Renal,Low,2026-06-06
D002512,M79.3,Panniculitis,Musculoskeletal,Low,2026-06-06
D002513,K92.1,Melena,Gastrointestinal,Critical,2026-06-06
D002514,G35,Multiple sclerosis,Neurological,Critical,2026-06-06
D002515,K92.1,Melena,Gastrointestinal,Low,2026-06-06
D002516,M79.3,Panniculitis,Musculoskeletal,Low,2026-06-06
D002517,E11.9,Type 2 diabetes without complications,Endocrine,High,2026-06-06
D002518,M79.3,Panniculitis,Musculoskeletal,High,2026-06-06
D002519,J96.00,Acute respiratory failure unspecified,Respiratory,High,2026-06-06
D002520,K57.30,Diverticulosis of large intestine,Gastrointestinal,Critical,2026-06-06
D002521,E11.9,Type 2 diabetes without complications,Endocrine,Critical,2026-06-06
D002522,I10,Essential hypertension,Cardiovascular,Medium,2026-06-06
D002523,N39.0,Urinary tract infection,Renal,High,2026-06-06
D002524,I50.9,Heart failure unspecified,Cardiovascular,High,2026-06-06
D002525,G35,Multiple sclerosis,Neurological,Critical,2026-06-06
D002526,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Low,2026-06-06
D002527,G35,Multiple sclerosis,Neurological,Low,2026-06-06
D002528,G35,Multiple sclerosis,Neurological,High,2026-06-06
D002529,N18.3,Chronic kidney disease stage 3,Renal,Low,2026-06-06
D002530,G35,Multiple sclerosis,Neurological,Critical,2026-06-06
D002531,B97.29,Other coronavirus as cause of disease,Infectious,Medium,2026-06-06
D002532,K57.30,Diverticulosis of large intestine,Gastrointestinal,Low,2026-06-06
D002533,N39.0,Urinary tract infection,Renal,High,2026-06-06
D002534,B97.29,Other coronavirus as cause of disease,Infectious,High,2026-06-06
D002535,E11.9,Type 2 diabetes without complications,Endocrine,Critical,2026-06-06
D002536,A41.9,Sepsis unspecified,Infectious,High,2026-06-06
D002537,G43.909,Migraine unspecified,Neurological,Critical,2026-06-06
D002538,F41.1,Generalized anxiety disorder,Mental Health,Medium,2026-06-06
D002539,I21.0,ST elevation myocardial infarction,Cardiovascular,Medium,2026-06-06
D002540,G35,Multiple sclerosis,Neurological,Critical,2026-06-06
D002541,E11.9,Type 2 diabetes without complications,Endocrine,Critical,2026-06-06
D002542,N18.3,Chronic kidney disease stage 3,Renal,Critical,2026-06-06
D002543,G35,Multiple sclerosis,Neurological,Low,2026-06-06
D002544,F32.9,Major depressive disorder single episode,Mental Health,Medium,2026-06-06
D002545,K57.30,Diverticulosis of large intestine,Gastrointestinal,Critical,2026-06-06
D002546,J44.1,COPD with acute exacerbation,Respiratory,Medium,2026-06-06
D002547,J44.1,COPD with acute exacerbation,Respiratory,High,2026-06-06
D002548,B97.29,Other coronavirus as cause of disease,Infectious,Critical,2026-06-06
D002549,K92.1,Melena,Gastrointestinal,Low,2026-06-06
D002550,E11.9,Type 2 diabetes without complications,Endocrine,Critical,2026-06-06
D002551,N18.3,Chronic kidney disease stage 3,Renal,High,2026-06-06
D002552,J96.00,Acute respiratory failure unspecified,Respiratory,High,2026-06-06
D002553,G43.909,Migraine unspecified,Neurological,Medium,2026-06-06
D002554,A41.9,Sepsis unspecified,Infectious,Medium,2026-06-06
D002555,J18.9,Pneumonia unspecified,Respiratory,Medium,2026-06-06
D002556,E11.9,Type 2 diabetes without complications,Endocrine,Low,2026-06-06
D002557,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,High,2026-06-06
D002558,S72.001,Fracture of femoral head,Musculoskeletal,Critical,2026-06-06
D002559,F41.1,Generalized anxiety disorder,Mental Health,Critical,2026-06-06
D002560,B97.29,Other coronavirus as cause of disease,Infectious,Low,2026-06-06
D002561,E11.9,Type 2 diabetes without complications,Endocrine,Medium,2026-06-06
D002562,N18.3,Chronic kidney disease stage 3,Renal,Medium,2026-06-06
D002563,I21.0,ST elevation myocardial infarction,Cardiovascular,High,2026-06-06
D002564,N18.3,Chronic kidney disease stage 3,Renal,Medium,2026-06-06
D002565,I50.9,Heart failure unspecified,Cardiovascular,Critical,2026-06-06
D002566,I21.0,ST elevation myocardial infarction,Cardiovascular,Low,2026-06-06
D002567,I10,Essential hypertension,Cardiovascular,High,2026-06-06
D002568,G43.909,Migraine unspecified,Neurological,High,2026-06-06
D002569,I10,Essential hypertension,Cardiovascular,Critical,2026-06-06
D002570,K57.30,Diverticulosis of large intestine,Gastrointestinal,Low,2026-06-06
D002571,A41.9,Sepsis unspecified,Infectious,Medium,2026-06-06
D002572,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Low,2026-06-06
D002573,G35,Multiple sclerosis,Neurological,Low,2026-06-06
D002574,F32.9,Major depressive disorder single episode,Mental Health,High,2026-06-06
D002575,M79.3,Panniculitis,Musculoskeletal,Low,2026-06-06
D002576,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Low,2026-06-06
D002577,K92.1,Melena,Gastrointestinal,High,2026-06-06
D002578,G35,Multiple sclerosis,Neurological,Critical,2026-06-06
D002579,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Critical,2026-06-06
D002580,E11.9,Type 2 diabetes without complications,Endocrine,Medium,2026-06-06
D002581,J18.9,Pneumonia unspecified,Respiratory,Medium,2026-06-06
D002582,E11.9,Type 2 diabetes without complications,Endocrine,High,2026-06-06
D002583,S72.001,Fracture of femoral head,Musculoskeletal,Critical,2026-06-06
D002584,N18.3,Chronic kidney disease stage 3,Renal,Low,2026-06-06
D002585,M79.3,Panniculitis,Musculoskeletal,High,2026-06-06
D002586,J18.9,Pneumonia unspecified,Respiratory,High,2026-06-06
D002587,F41.1,Generalized anxiety disorder,Mental Health,Critical,2026-06-06
D002588,M79.3,Panniculitis,Musculoskeletal,Medium,2026-06-06
D002589,N18.3,Chronic kidney disease stage 3,Renal,Medium,2026-06-06
D002590,K57.30,Diverticulosis of large intestine,Gastrointestinal,Critical,2026-06-06
D002591,K57.30,Diverticulosis of large intestine,Gastrointestinal,High,2026-06-06
D002592,I21.0,ST elevation myocardial infarction,Cardiovascular,Low,2026-06-06
D002593,I50.9,Heart failure unspecified,Cardiovascular,Medium,2026-06-06
D002594,N18.3,Chronic kidney disease stage 3,Renal,Critical,2026-06-06
D002595,N39.0,Urinary tract infection,Renal,High,2026-06-06
D002596,J18.9,Pneumonia unspecified,Respiratory,Medium,2026-06-06
D002597,S72.001,Fracture of femoral head,Musculoskeletal,Critical,2026-06-06
D002598,I21.0,ST elevation myocardial infarction,Cardiovascular,Critical,2026-06-06
D002599,N18.3,Chronic kidney disease stage 3,Renal,High,2026-06-06
D002600,I10,Essential hypertension,Cardiovascular,Medium,2026-06-06
D002601,N39.0,Urinary tract infection,Renal,Medium,2026-06-06
D002602,J96.00,Acute respiratory failure unspecified,Respiratory,Critical,2026-06-06
D002603,K92.1,Melena,Gastrointestinal,Critical,2026-06-06
D002604,I50.9,Heart failure unspecified,Cardiovascular,High,2026-06-06
D002605,I10,Essential hypertension,Cardiovascular,Critical,2026-06-06
D002606,M79.3,Panniculitis,Musculoskeletal,Critical,2026-06-06
D002607,K92.1,Melena,Gastrointestinal,Critical,2026-06-06
D002608,J18.9,Pneumonia unspecified,Respiratory,Medium,2026-06-06
D002609,N18.3,Chronic kidney disease stage 3,Renal,Low,2026-06-06
D002610,K57.30,Diverticulosis of large intestine,Gastrointestinal,Critical,2026-06-06
D002611,G43.909,Migraine unspecified,Neurological,High,2026-06-06
D002612,S72.001,Fracture of femoral head,Musculoskeletal,Low,2026-06-06
D002613,I50.9,Heart failure unspecified,Cardiovascular,Medium,2026-06-06
D002614,S72.001,Fracture of femoral head,Musculoskeletal,Medium,2026-06-06
D002615,I21.0,ST elevation myocardial infarction,Cardiovascular,Critical,2026-06-06
D002616,E11.9,Type 2 diabetes without complications,Endocrine,High,2026-06-06
D002617,K92.1,Melena,Gastrointestinal,Low,2026-06-06
D002618,J18.9,Pneumonia unspecified,Respiratory,Medium,2026-06-06
D002619,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Medium,2026-06-06
D002620,G43.909,Migraine unspecified,Neurological,Critical,2026-06-06
D002621,K92.1,Melena,Gastrointestinal,Critical,2026-06-06
D002622,M79.3,Panniculitis,Musculoskeletal,Medium,2026-06-06
D002623,N18.3,Chronic kidney disease stage 3,Renal,Medium,2026-06-06
D002624,G35,Multiple sclerosis,Neurological,High,2026-06-06
D002625,N39.0,Urinary tract infection,Renal,Medium,2026-06-06
D002626,I10,Essential hypertension,Cardiovascular,Critical,2026-06-06
D002627,K57.30,Diverticulosis of large intestine,Gastrointestinal,Medium,2026-06-06
D002628,A41.9,Sepsis unspecified,Infectious,Critical,2026-06-06
D002629,G35,Multiple sclerosis,Neurological,Medium,2026-06-06
D002630,I21.0,ST elevation myocardial infarction,Cardiovascular,Low,2026-06-06
D002631,F41.1,Generalized anxiety disorder,Mental Health,Medium,2026-06-06
D002632,I10,Essential hypertension,Cardiovascular,Critical,2026-06-06
D002633,E11.9,Type 2 diabetes without complications,Endocrine,High,2026-06-06
D002634,J96.00,Acute respiratory failure unspecified,Respiratory,Low,2026-06-06
D002635,A41.9,Sepsis unspecified,Infectious,Critical,2026-06-06
D002636,G43.909,Migraine unspecified,Neurological,High,2026-06-06
D002637,J44.1,COPD with acute exacerbation,Respiratory,Low,2026-06-06
D002638,K57.30,Diverticulosis of large intestine,Gastrointestinal,Medium,2026-06-06
D002639,G35,Multiple sclerosis,Neurological,Low,2026-06-06
D002640,I21.0,ST elevation myocardial infarction,Cardiovascular,Critical,2026-06-06
D002641,S72.001,Fracture of femoral head,Musculoskeletal,Critical,2026-06-06
D002642,J18.9,Pneumonia unspecified,Respiratory,Medium,2026-06-06
D002643,E11.9,Type 2 diabetes without complications,Endocrine,Medium,2026-06-06
D002644,N18.3,Chronic kidney disease stage 3,Renal,High,2026-06-06
D002645,M79.3,Panniculitis,Musculoskeletal,Critical,2026-06-06
D002646,J44.1,COPD with acute exacerbation,Respiratory,Critical,2026-06-06
D002647,E11.9,Type 2 diabetes without complications,Endocrine,Medium,2026-06-06
D002648,N39.0,Urinary tract infection,Renal,Medium,2026-06-06
D002649,B97.29,Other coronavirus as cause of disease,Infectious,Medium,2026-06-06
D002650,B97.29,Other coronavirus as cause of disease,Infectious,Medium,2026-06-06
D002651,I21.0,ST elevation myocardial infarction,Cardiovascular,High,2026-06-06
D002652,N18.3,Chronic kidney disease stage 3,Renal,Medium,2026-06-06
D002653,G43.909,Migraine unspecified,Neurological,Critical,2026-06-06
D002654,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,High,2026-06-06
D002655,G35,Multiple sclerosis,Neurological,Critical,2026-06-06
D002656,I10,Essential hypertension,Cardiovascular,Low,2026-06-06
D002657,M79.3,Panniculitis,Musculoskeletal,Medium,2026-06-06
D002658,K92.1,Melena,Gastrointestinal,Critical,2026-06-06
D002659,E11.9,Type 2 diabetes without complications,Endocrine,Critical,2026-06-06
D002660,B97.29,Other coronavirus as cause of disease,Infectious,High,2026-06-06
D002661,I10,Essential hypertension,Cardiovascular,Low,2026-06-06
D002662,F41.1,Generalized anxiety disorder,Mental Health,Low,2026-06-06
D002663,I50.9,Heart failure unspecified,Cardiovascular,High,2026-06-06
